REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,MEASURE_ID,MEASURE_NAME,MEASURE_VALUE,month,year,high_demand
2022-01-08,31/08/2022,Final,England; Age,England,England,85 to 89,85 to 89,MHS01,People in contact with services at the end of the reporting period,52499,1,2022,0
2022-01-08,31/08/2022,Final,England; Age,England,England,90 or over,90 or over,MHS01,People in contact with services at the end of the reporting period,31119,1,2022,0
2022-01-08,31/08/2022,Final,England; Age,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1991,1,2022,0
2022-01-08,31/08/2022,Final,England; Disability,England,England,1,Behaviour and Emotional,MHS01,People in contact with services at the end of the reporting period,36225,1,2022,1
2022-01-08,31/08/2022,Final,England; Disability,England,England,2,Hearing,MHS01,People in contact with services at the end of the reporting period,10570,1,2022,0
2022-01-08,31/08/2022,Final,England; Disability,England,England,3,Manual Dexterity,MHS01,People in contact with services at the end of the reporting period,5347,1,2022,0
2022-01-08,31/08/2022,Final,England; Disability,England,England,4,"Memory or ability to concentrate, learn or understand (Learning Disability)",MHS01,People in contact with services at the end of the reporting period,29952,1,2022,1
2022-01-08,31/08/2022,Final,England; Disability,England,England,5,Mobility and Gross Motor,MHS01,People in contact with services at the end of the reporting period,20212,1,2022,1
2022-01-08,31/08/2022,Final,England; Disability,England,England,6,Perception of Physical Danger,MHS01,People in contact with services at the end of the reporting period,6339,1,2022,0
2022-01-08,31/08/2022,Final,England; Disability,England,England,7,"Personal, Self Care and Continence",MHS01,People in contact with services at the end of the reporting period,14293,1,2022,0
2022-01-08,31/08/2022,Final,England; Disability,England,England,8,"Progressive Conditions and Physical Health (such as HIV, cancer, multiple sclerosis, fits etc)",MHS01,People in contact with services at the end of the reporting period,17525,1,2022,0
2022-01-08,31/08/2022,Final,England; Disability,England,England,9,Sight,MHS01,People in contact with services at the end of the reporting period,14607,1,2022,0
2022-01-08,31/08/2022,Final,England; Disability,England,England,10,Speech,MHS01,People in contact with services at the end of the reporting period,11890,1,2022,0
2022-01-08,31/08/2022,Final,England; Disability,England,England,NN,No DISABILITY,MHS01,People in contact with services at the end of the reporting period,79751,1,2022,1
2022-01-08,31/08/2022,Final,England; Disability,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1391044,1,2022,1
2022-01-08,31/08/2022,Final,England; Disability,England,England,XX,Other (not listed),MHS01,People in contact with services at the end of the reporting period,22152,1,2022,1
2022-01-08,31/08/2022,Final,England; Disability,England,England,ZZ,Not Stated (PERSON asked but declined to provide a response),MHS01,People in contact with services at the end of the reporting period,23446,1,2022,1
2022-01-08,31/08/2022,Final,England; Employment Status,England,England,1,Employed,MHS01,People in contact with services at the end of the reporting period,52052,1,2022,1
2022-01-08,31/08/2022,Final,England; Employment Status,England,England,2,Unemployed and actively seeking work,MHS01,People in contact with services at the end of the reporting period,53114,1,2022,1
2022-01-08,31/08/2022,Final,England; Employment Status,England,England,3,Undertaking full (at least 16 hours per week) or part-time (less than 16 hours per week) education or training as a student and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,65712,1,2022,1
2022-01-08,31/08/2022,Final,England; Employment Status,England,England,4,"Long-term sick or disabled, those receiving government sickness and disability benefits",MHS01,People in contact with services at the end of the reporting period,73767,1,2022,1
2022-01-08,31/08/2022,Final,England; Employment Status,England,England,5,Looking after the family or home as a homemaker and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,5838,1,2022,0
2022-01-08,31/08/2022,Final,England; Employment Status,England,England,6,Not receiving government sickness and disability benefits and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,5468,1,2022,0
2022-01-08,31/08/2022,Final,England; Employment Status,England,England,7,Unpaid voluntary work and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,2724,1,2022,0
2022-01-08,31/08/2022,Final,England; Employment Status,England,England,8,Retired,MHS01,People in contact with services at the end of the reporting period,76222,1,2022,1
2022-01-08,31/08/2022,Final,England; Employment Status,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1226852,1,2022,1
2022-01-08,31/08/2022,Final,England; Employment Status,England,England,ZZ,Not Stated (PERSON asked but declined to provide a response),MHS01,People in contact with services at the end of the reporting period,38056,1,2022,0
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,99,Not Known,MHS01,People in contact with services at the end of the reporting period,121622,1,2022,1
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,A,British,MHS01,People in contact with services at the end of the reporting period,984868,1,2022,1
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,B,Irish,MHS01,People in contact with services at the end of the reporting period,9549,1,2022,0
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,C,Any other White background,MHS01,People in contact with services at the end of the reporting period,60010,1,2022,1
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,D,White and Black Caribbean,MHS01,People in contact with services at the end of the reporting period,14457,1,2022,0
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,E,White and Black African,MHS01,People in contact with services at the end of the reporting period,5366,1,2022,0
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,F,White and Asian,MHS01,People in contact with services at the end of the reporting period,7803,1,2022,0
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,G,Any other mixed background,MHS01,People in contact with services at the end of the reporting period,31344,1,2022,1
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,H,Indian,MHS01,People in contact with services at the end of the reporting period,21976,1,2022,1
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,J,Pakistani,MHS01,People in contact with services at the end of the reporting period,25776,1,2022,1
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,K,Bangladeshi,MHS01,People in contact with services at the end of the reporting period,9963,1,2022,0
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,L,Any other Asian background,MHS01,People in contact with services at the end of the reporting period,17711,1,2022,0
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,M,Caribbean,MHS01,People in contact with services at the end of the reporting period,19307,1,2022,0
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,N,African,MHS01,People in contact with services at the end of the reporting period,20735,1,2022,0
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,P,Any other Black background,MHS01,People in contact with services at the end of the reporting period,15232,1,2022,0
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,R,Chinese,MHS01,People in contact with services at the end of the reporting period,3402,1,2022,0
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,S,Any other ethnic group,MHS01,People in contact with services at the end of the reporting period,38480,1,2022,1
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,40471,1,2022,1
2022-01-08,31/08/2022,Final,England; Ethnicity,England,England,Z,Not stated,MHS01,People in contact with services at the end of the reporting period,151733,1,2022,1
2022-01-08,31/08/2022,Final,England; Gender,England,England,1,Male (including trans man),MHS01,People in contact with services at the end of the reporting period,737125,1,2022,1
2022-01-08,31/08/2022,Final,England; Gender,England,England,2,Female (including trans woman),MHS01,People in contact with services at the end of the reporting period,844207,1,2022,1
2022-01-08,31/08/2022,Final,England; Gender,England,England,3,Non-binary,MHS01,People in contact with services at the end of the reporting period,1742,1,2022,0
2022-01-08,31/08/2022,Final,England; Gender,England,England,4,Other (not listed),MHS01,People in contact with services at the end of the reporting period,928,1,2022,0
2022-01-08,31/08/2022,Final,England; Gender,England,England,9,Indeterminate (unable to be classified as either male or female),MHS01,People in contact with services at the end of the reporting period,1087,1,2022,0
2022-01-08,31/08/2022,Final,England; Gender,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,14716,1,2022,1
2022-01-08,31/08/2022,Final,England; IMD Decile,England,England,01 Most deprived,01 Most deprived,MHS01,People in contact with services at the end of the reporting period,234563,1,2022,1
2022-01-08,31/08/2022,Final,England; IMD Decile,England,England,02 More deprived,02 More deprived,MHS01,People in contact with services at the end of the reporting period,204933,1,2022,1
2022-01-08,31/08/2022,Final,England; IMD Decile,England,England,03 More deprived,03 More deprived,MHS01,People in contact with services at the end of the reporting period,187454,1,2022,1
2022-01-08,31/08/2022,Final,England; IMD Decile,England,England,04 More deprived,04 More deprived,MHS01,People in contact with services at the end of the reporting period,167002,1,2022,1
2022-01-08,31/08/2022,Final,England; IMD Decile,England,England,05 More deprived,05 More deprived,MHS01,People in contact with services at the end of the reporting period,152181,1,2022,1
2022-01-08,31/08/2022,Final,England; IMD Decile,England,England,06 Less deprived,06 Less deprived,MHS01,People in contact with services at the end of the reporting period,142129,1,2022,0
